source_id,umap_1,umap_2,feh,bp_rp,absolute_g_mag,tangential_velocity_kms,rv,galcen_vtot_kms,metallicity_group,high_vtan_candidate,metal_poor_candidate,chemo_kinematic_candidate,umap_dbscan_label
3077604072020478976,6.1707926,6.3515935,0.101,0.78754234,3.652302572132534,36.87339950770944,34.14,201.59600052380165,solar_like,False,False,False,0
3084845352524638208,8.604835,5.6933975,-0.365,1.0398521,2.7863040597437294,35.16849748082015,3.89,219.72589540388267,solar_like,False,False,False,0
3084576212693913344,7.022051,6.4321666,0.112,0.8477583,4.532831330614632,40.34625171574493,28.6,228.98687049597947,solar_like,False,False,False,0
3089543222110376448,7.646167,6.4390025,0.146,0.7000742,3.003787670161298,33.736990917746155,20.35,235.8551669685261,solar_like,False,False,False,0
3084601089144455680,8.999159,6.9691234,-0.159,0.6135521,3.4570489101919044,28.104714250438896,18.92,243.13690832860357,solar_like,False,False,False,0
3089627678346977792,10.158317,5.70099,-0.278,0.6515417,3.4964819361115396,27.33742275622414,-10.46,234.64379274493916,solar_like,False,False,False,0
3083670283831789696,8.950979,6.384235,-0.001,0.6002083,3.2960801315306796,27.797221258425058,6.14,234.19021720808792,solar_like,False,False,False,0
3077450823292020224,8.659816,5.6453457,-0.146,0.73859215,4.255985684213943,19.70058273973916,11.02,224.3106471339097,solar_like,False,False,False,0
3090703069439991808,5.571771,7.978747,-0.011,0.786993,3.1843013387523875,14.665636037564273,79.86,197.43447146607468,solar_like,False,False,False,0
3090669774853348992,6.242429,6.1382694,0.169,0.7727928,2.6737367866675026,34.98590684275273,31.61,200.26063448480264,solar_like,False,False,False,0
3089520372884412800,7.4063616,8.25667,-0.504,0.8043814,3.8812362626360546,24.68134374538795,43.65,216.3299117613771,metal_poor,False,True,False,0
3083725259412281472,6.7954445,6.394151,0.111,0.88034725,3.883925619388348,63.29058218865525,3.86,221.7478572680752,solar_like,False,False,False,0
3077587579346852224,1.2167172,10.290495,-0.452,1.1948814,0.5349681028633633,59.13417345367099,57.27,255.71325536559996,solar_like,False,False,False,0
